Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
GWNXT73X,journalArticle,,"Sircar, Joseph Kumar; Link to external site, this link will open in a new window",The Role of Shame Within the Context of Familism in Emerging Adults,Master's Theses,,,,https://www.proquest.com/docview/2448828681/abstract/460BEA8F10234953PQ/1,"Shame, in contrast to guilt, has typically been seen as a deleterious emotional experience associated with negative psychosocial outcomes across development. Despite this dominant model of shame, a growing body of evidence has highlighted the unique ways that this self-conscious emotion functions in collectivistically-minded cultures and families. This study sought to elucidate how family-based shame operates within the context of one such collectivistic value (familism), with a particular focus on the conditions under which shame may serve an adaptive or prosocial purpose. To answer the question, a person-centered approach was utilized to examine patterns of family-based shame, familism cultural values, and rumination in an ethnically diverse sample of college students (N = 654). Latent profile analysis suggests three patterns in the data, with participants high in family-based shame showing significant associations with higher depressive symptoms, but not lower academic performance, when accompanied by high rumination and familism value endorsement.",,9/29/22 21:35,10/22/22 19:12,9/29/22 21:35,,,,,,,,,,,,,,English,Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.,,,,ProQuest,,ISBN: 9798672157115,,/Users/corymoore/Zotero/storage/6XSC29CH/Sircar_Link to external site_The Role of Shame Within the Context of Familism in Emerging Adults.pdf,,,Academic achievement; Shame; Rumination; Familism values; Family-based shame; Self-conscious emotion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VPNQ8IWS,journalArticle,2021,"Burrows, Michael",LGBTQ Community Belonging and Involvement as Predictors of Sexual Minorities' Well-Being,Master's Theses,,,,https://drum.lib.umd.edu/handle/1903/28951,"Sexual minorities (SM; i.e., lesbian, gay, bisexual, queer, and asexual+) experience high rates of discrimination and stigma, which account for mental health disparities based on sexual orientation (Cochran, 2001; Meyer, 2003). A growing body of research suggests that LGBTQ community may be a source of resilience. This thesis examines two ways that SM can interact with and experience LGBTQ community: LGBTQ community belonging (a subjective sense of belonging or being a part of LGBTQ community; Frost & Meyer, 2012; Puckett et al., 2015) and community involvement (engagement in LGBTQ nightlife, social clubs, politics, and community sports; Foster-Gimbel et al., 2020).Across two time points over an approximately 6.5 week period, 171 SM completed surveys assessing LGBTQ community belonging and community involvement, psychological well-being (depression, anxiety, loneliness, positive affect, and satisfaction with life), perceived social support, and internalized stigma. Analyses focused on (a) relations between community variables (belonging and involvement) and well-being over time, and (b) the potential mediating roles of social support and internalized stigma in these relations. Most hypothesized relations between community variables and future well-being did not emerge. However, results supported associations between community involvement and future satisfaction with life, even after controlling for LGBTQ community belonging. Results also suggested that specific types of community involvement related in unique ways to facets of well-being in the future. Results did not support any of the hypothesized mediated relationships.",2021,9/29/22 21:35,10/22/22 20:27,9/29/22 21:35,,,,,,,,,,,,,,en,,,,,drum.lib.umd.edu,,Accepted: 2022-06-22T05:30:48Z DOI: 10.13016/vozi-w3tm,,/Users/corymoore/Zotero/storage/A76UN9QJ/Burrows_2021_LGBTQ Community Belonging and Involvement as Predictors of Sexual Minorities'.pdf; /Users/corymoore/Zotero/storage/TPQE3WSN/28951.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRINQ2JS,journalArticle,2021,"Smrke, Urška; Mlakar, Izidor; Lin, Simon; Musil, Bojan; Plohl, Nejc","Language, Speech, and Facial Expression Features for Artificial Intelligence–Based Detection of Cancer Survivors’ Depression: Scoping Meta-Review",JMIR Mental Health,,,10.2196/30439,https://mental.jmir.org/2021/12/e30439,"Background: Cancer survivors often experience disorders from the depressive spectrum that remain largely unrecognized and overlooked. Even though screening for depression is recognized as essential, several barriers prevent its successful implementation. It is possible that better screening options can be developed. New possibilities have been opening up with advances in artificial intelligence and increasing knowledge on the connection of observable cues and psychological states. Objective: The aim of this scoping meta-review was to identify observable features of depression that can be intercepted using artificial intelligence in order to provide a stepping stone toward better recognition of depression among cancer survivors. Methods: We followed a methodological framework for scoping reviews. We searched SCOPUS and Web of Science for relevant papers on the topic, and data were extracted from the papers that met inclusion criteria. We used thematic analysis within 3 predefined categories of depression cues (ie, language, speech, and facial expression cues) to analyze the papers. Results: The search yielded 1023 papers, of which 9 met the inclusion criteria. Analysis of their findings resulted in several well-supported cues of depression in language, speech, and facial expression domains, which provides a comprehensive list of observable features that are potentially suited to be intercepted by artificial intelligence for early detection of depression. Conclusions: This review provides a synthesis of behavioral features of depression while translating this knowledge into the context of artificial intelligence–supported screening for depression in cancer survivors.",12/6/21,9/29/22 21:35,9/29/22 21:35,9/29/22 21:35,e30439,,12,8,,,"Language, Speech, and Facial Expression Features for Artificial Intelligence–Based Detection of Cancer Survivors’ Depression",,,,,,,EN,"Unless stated otherwise, all articles are open-access distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/2.0/), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work (""first published in the Journal of Medical Internet Research..."") is properly cited with original URL and bibliographic citation information. The complete bibliographic information, a link to the original publication on http://www.jmir.org/, as well as this copyright and license information must be included.",,,,mental.jmir.org,,"Company: JMIR Mental Health Distributor: JMIR Mental Health Institution: JMIR Mental Health Label: JMIR Mental Health Publisher: JMIR Publications Inc., Toronto, Canada",,/Users/corymoore/Zotero/storage/R9DJASKV/e30439.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITTDCRPJ,journalArticle,2021,"Jenzer, Tiffany",Adaptive Responding to Daily Stress: Emotion Regulation Flexibility and Alcohol Use,Dissertations,,,,https://www.proquest.com/docview/2582126296/abstract/A718E532F24248BAPQ/1,"Emotion regulation (ER) is a critical psychological process implicated in theories of problematic alcohol use (e.g., Self-Medication Theory). Yet, there are important limitations in the way in which this process has been examined. First, research on ER and alcohol use is limited to lab-based studies or cross-sectional retrospective self-report surveys. Second, the literature conceptualizes ER strategies as being either “adaptive” or “maladaptive” to describe whether strategies are helpful. Emerging research suggests effective ER requires that an individual be able to flexibly use a variety of ER strategies across time and situations (ER variability) and must be able to select the appropriate strategy for each situation (the strategy-situation fit hypothesis). Together, these aspects of ER make up the construct of ER flexibility, a process that has yet to be examined in relation to alcohol use. The current study has several aims: 1) to examine the correlates of ER flexibility, 2) to examine the relationship between ER flexibility and problematic alcohol use using a daily diary paradigm (14-day daily diary), and 3) to examine whether daily stress and 4) drinking motives (specifically, coping motives) moderated the relationships between ER flexibility and problematic alcohol use. Associations between ER flexibility indices and outcomes were complex and raise questions about the nature and the adaptiveness of ER flexibility. The only indicator that appeared to be adaptive was the ability to fit reappraisal appropriately to stressors. The other ER flexibility indices examined here (problem-solving fit, variability) showed either no association or associations that were counter to predictions. Further, the moderation findings for daily stress and coping motives were also mostly counter to hypotheses. Further investigation of the role of reappraisal fit in alcohol use disorder may prove promising, as it showed a protective effect on a few alcohol outcomes in this study. In light of these findings, more psychometric work clarifying the construct of ER flexibility is warranted.",2021,9/29/22 21:35,10/22/22 20:04,9/29/22 21:35,,,,,,,Adaptive Responding to Daily Stress,,,,,,,English,Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.,,,,ProQuest,,ISBN: 9798460423996,,/Users/corymoore/Zotero/storage/K7HGXVM7/Jenzer_2021_Adaptive Responding to Daily Stress.pdf,,,Coping; Stress; Alcohol use; Emotion regulation flexibility; Self-medication; Strategies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I7PS2ETB,journalArticle,2019,"Solomon Kurz, A.",Want to see more behavior? Consider institutional-level positive reinforcement,Journal of Contextual Behavioral Science,,2212-1447,10.1016/j.jcbs.2019.08.006,https://www.sciencedirect.com/science/article/pii/S2212144719301802,"In their review of 160 articles in the Journal of Contextual Behavioral Science (JCBS), Newsome, Newsome, Fuller & Meyer (2019) argued prior JCBS authors have disproportionately relied on self-report measures to the neglect of more overt measures of behavior. I agree that increasing the frequency of more overt behavioral measures of behavior could potentially improve the quality of the scholarship within JCBS. To encourage these changes, we might consider a fuller analysis of the factors maintaining the status quo, and further discuss the practical ways we might reinforce the behaviors we desire among our fellow scientists. In this commentary, I offer several steps the leadership within JCBS and the Association for Contextual Behavioral Science (ACBS) might take to encourage these changes. With skillfully-applied positive reinforcement, we might use our science to improve our science.",10/1/19,9/29/22 21:35,9/29/22 21:35,9/29/22 21:35,29-31,,,14,,Journal of Contextual Behavioral Science,Want to see more behavior?,,,,,,,en,,,,,ScienceDirect,,,,/Users/corymoore/Zotero/storage/LRWCFKW5/S2212144719301802.html,,,Behavior; Meta-science; Validity; Positive reinforcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XNWCEA6V,journalArticle,2018,"Weiss, Selina; Roberts, Richard D.",Using Anchoring Vignettes to Adjust Self-Reported Personality: A Comparison Between Countries,Frontiers in Psychology,,1664-1078,,https://www.frontiersin.org/articles/10.3389/fpsyg.2018.00325,"Data from self-report tools cannot be readily compared between cultures due to culturally specific ways of using a response scale. As such, anchoring vignettes have been proposed as a suitable methodology for correcting against this difference. We developed anchoring vignettes for the Big Five Inventory-44 (BFI-44) to supplement its Likert-type response options. Based on two samples (Rwanda: n = 423; Philippines: n = 143), we evaluated the psychometric properties of the measure both before and after applying the anchoring vignette adjustment. Results show that adjusted scores had better measurement properties, including improved reliability and a more orthogonal correlational structure, relative to scores based on the original Likert scale. Correlations of the Big Five Personality Factors with life satisfaction were essentially unchanged after the vignette-adjustment while correlations with counterproductive were noticeably lower. Overall, these changed findings suggest that the use of anchoring vignette methodology improves the cross-cultural comparability of self-reported personality, a finding of potential interest to the field of global workforce research and development as well as educational policymakers.",2018,9/29/22 21:35,9/29/22 21:35,9/29/22 21:35,,,,9,,,Using Anchoring Vignettes to Adjust Self-Reported Personality,,,,,,,,,,,,Frontiers,,,,/Users/corymoore/Zotero/storage/WFEQFRV9/Weiss_Roberts_2018_Using Anchoring Vignettes to Adjust Self-Reported Personality.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QSFGWWIJ,journalArticle,2022,"Armenteros, Natalie; Hatem, Aniqa; Heron, Laura Mary; Viswesvaran, Chockalingam",It’s Not Fair! Are Applicant Reactions to Personal and Professional Social Media Screenings Similar?,Human Performance,,0895-9285,10.1080/08959285.2022.2110104,https://doi.org/10.1080/08959285.2022.2110104,"The use of social media in selection processes to gather information about job candidates is a heavily debated and controversial topic. However, research that focuses on whether applicant reactions differ when social networking sites (SNSs) are screened is limited. This study used a quasi-experimental design to examine perceptions of face validity, predictive validity, and test fairness when personal (Facebook or Twitter) versus professional (LinkedIn) profiles are screened. The moderating role of self-monitoring was also explored. Findings demonstrated that applicants react negatively to screenings involving personal SNSs. High self-monitors had favorable face validity and predictive validity reactions to a professional SNS screening, but the opposite effect was found for personal SNSs. Practical implications for organizations and future directions for research are discussed.",8/8/22,9/29/22 21:35,9/29/22 21:35,9/29/22 21:35,241-260,,4-Mar,35,,,,,,,,,,,,,,,Taylor and Francis+NEJM,,Publisher: Routledge _eprint: https://doi.org/10.1080/08959285.2022.2110104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N9Q37Z8U,journalArticle,2022,"Gilad, Corinne; Maniaci, Michael R.","The push and pull of dominance and power: When dominance hurts, when power helps, and the potential role of other-focus",Personality and Individual Differences,,0191-8869,10.1016/j.paid.2021.111159,https://www.sciencedirect.com/science/article/pii/S0191886921005389,"Three studies examined how dominance and power relate to empathy (i.e., empathic concern and perspective-taking), and the potential explanatory role of other-focus. Across studies, dominance predicted reduced empathy, whereas power predicted increased empathy. The relationship between power and empathy appeared more pronounced for perspective-taking. Mediation analyses suggested that the divergent effects of dominance and power may be explained in part by how they influence other-focused tendencies. Study 3 utilized an experimental manipulation of self-construal to examine the potential role of other-focus. A significant interaction between power and condition supported the notion that power may positively relate to empathy by increasing other-focus. Studies 2 and 3 examined the role of prestige and found that the relationship between power and empathy differed depending on whether analyses controlled for dominance or prestige. These studies suggest that dominance, as an individual difference, can reduce the tendency to focus on others and decrease empathy, whereas power and prestige, as interpersonal constructs, may enhance other-focused and empathic tendencies as a means to maintain that power. These findings also suggest that the measure of personal power is not inherently neutral, but rather composed in part of items that overlap with prestige and items that overlap with dominance.",1/1/22,9/29/22 21:35,9/29/22 21:35,9/29/22 21:35,111159,,,184,,Personality and Individual Differences,The push and pull of dominance and power,,,,,,,en,,,,,ScienceDirect,,,,/Users/corymoore/Zotero/storage/MFLF28Y8/S0191886921005389.html,,,Empathic concern; Empathy; Dominance; Interpersonal relationships; Other focus; Perspective-taking; Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J9DD8Z3F,journalArticle,2020,"Williams, Michael J.; Horgan, John G.; Evans, William P.; Bélanger, Jocelyn J.",Expansion and replication of the theory of vicarious help-seeking,Behavioral Sciences of Terrorism and Political Aggression,,1943-4472,10.1080/19434472.2018.1546217,https://doi.org/10.1080/19434472.2018.1546217,"Gatekeepers are those in a position to recognize, in others, potentially problematic presenting issues, and who are willing and able to connect those persons to relevant service providers. In the domain of violence prevention, they represent a network of those who can serve as ‘first responders’ with respect to helping those in need. Therefore, it is important to understand both the facilitators and inhibitors of gatekeeper intervention, or what has been termed ‘vicarious help-seeking:’ the intent to help others who appear in need of help, but who are not actively seeking help. The present set of studies demonstrated both an expansion of the theory of vicarious help-seeking and a replication of its original four tenets (Part 1). Part 2 examined how gatekeepers would prefer to intervene in a violence prevention context: their natural inclinations with respect to doing so. Part 3 examined reasons preventing gatekeepers from reaching out to a third-party for assistance. Part 4 further examined who – in addition to friends – might be most influential/effective, as gatekeepers.",4/2/20,9/29/22 21:35,9/29/22 21:35,9/29/22 21:35,89-117,,2,12,,,,,,,,,,,,,,,Taylor and Francis+NEJM,,Publisher: Routledge _eprint: https://doi.org/10.1080/19434472.2018.1546217,,,,,intervention; bystander effect; countering violent extremism; CVE; gatekeepers; terrorism; Vicarious help-seeking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7B382RV8,journalArticle,,"Malone, Donald",Incorporating Behavioral Principles in Primary Data Analysis with Application to Beer Demand,Dissertations,,,,https://www.proquest.com/docview/1965495326/abstract/1085FB4960F4A77PQ/1,"Recent advancements in microeconomics have resurrected a need for modern economists to grapple with principles of consumer behavior. This dissertation uses the American beer market as a starting place to present three ways applied researchers can incorporate behavioral principles into economic theory. The first essay uses choice experiments designed to estimate the price sensitivity of alcohol consumption to explore the efficacy of prompts targeted at reducing inattention bias. Upon receiving feedback, inattentive respondents are given the opportunity to re-answer a so-called “trap question” that checks for attentiveness. We find that individuals who miss trap questions and do not correctly revise their responses have significantly different choice patterns as compared to individuals who correctly answer the trap question. The second essay proposes an instrumental variable approach to address the endogeneity issues associated with distinguishing preferences from perceptions. Even after correction, we find beliefs/perceptions substantially affect consumer choices of beer brands, and that perceived taste and brand familiarity are key determinants of choice. In the final essay, we empirically tests the effectiveness of two institutional nudges on the ECE in a field experiment at a bar. Focusing on craft beer sales, we manipulate the number of options on the menu and use institutional nudges (a control menu, a menu with a special prominently displayed, and a menu with Beer Advocate scores). In the field experiment, the ECE was alive and well using the control menu, but the effect reversed itself when the menu included Beer Advocate Scores. Our results suggest the ECE might be turned on and off by manipulating search costs. Taken together, these three essays show that that behavioral principles can enrich understanding of human action as it relates to consumer decision-making.",,9/29/22 21:36,10/22/22 20:02,9/29/22 21:36,,,,,,,,,,,,,,English,Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.,,,,ProQuest,,ISBN: 9780355390445,,/Users/corymoore/Zotero/storage/DTDIRMHK/Malone_Incorporating Behavioral Principles in Primary Data Analysis with Application.pdf,,,Social sciences; Behavioral economics; Craft beer; Primary data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLMURWT2,journalArticle,2018,"Lebel, R. David; Patil, Shefali V.",Proactivity despite discouraging supervisors: The powerful role of prosocial motivation,Journal of Applied Psychology,,1939-1854,10.1037/apl0000301,,"Although considerable research demonstrates that employees are unlikely to be proactive when they view their supervisors as discouraging this type of behavior, we challenge the assumption that this is true for all employees. Drawing on motivated information processing theory, we argue that prosocial motivation can spark employees to be proactive even when supervisors are perceived as discouraging. Specifically, prosocial motivation may weaken the negative relationship between perceived discouraging supervisor behaviors and proactivity by driving employees to bring about change to impact coworkers or the organization. Because they are less focused on self-interest and more focused on benefitting others, prosocially motivated employees are able to maintain their reason-to (felt responsibility for change) and can-do (efficacy to be proactive) motivation even when supervisors do not welcome proactivity. We test our hypotheses across three studies, using multisource data from employees and supervisors in two organizations (Studies 1a and 1b), and lagged data from employees working in a range of industries (Study 2). By identifying the mechanisms driving prosocially motivated employees to be proactive despite having supervisors who are perceived to be discouraging, we offer novel theoretical and practical insights regarding the effects of context on proactivity at work. (PsycInfo Database Record (c) 2020 APA, all rights reserved)",2018,9/29/22 21:36,9/29/22 21:36,,724-737,,,103,,,Proactivity despite discouraging supervisors,,,,,,,,,,,,APA PsycNet,,Place: US Publisher: American Psychological Association,,/Users/corymoore/Zotero/storage/YEM533R4/2018-12587-001.html,,,Motivation; Management Personnel; Supervisor Employee Interaction; Prosocial Behavior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHDA3VLX,journalArticle,2022,"Stal, Lisa M.",Nonconsensual Sexual Media Sharing (NSMS): Public Opinion on Life after NSMS for Victim and Perpetrator,Dissertations,,,,https://www.proquest.com/docview/2608113334/abstract/BD3AF4E1E1204B2APQ/1,"Technological advancements have grown to include cell phones with picture and video capabilities and social media platforms with wide audiences, making it easier to share personal information through sexting with large groups of people. Nonconsenual sexual media sharing (NSMS), commonly referred to as “revenge pornography,” has become increasingly problematic for modern society, yet the empirical literature on consequences of NSMS is slim. The act of disseminating private images online without permission from the subject is defined as an interpersonal trauma by some, but there is little empirical research to date on any facet of the act and its consequences. In the present research, 165 adults were recruited through mTurk, social media, and flyers throughout the community. Participants were randomized into one of six experimental conditions, stratified to ensure equivalent numbers of male and female participants in each condition. Participants viewed a video portraying a victim and perpetrator giving their testimonies, and the content of these testimonies varied by condition. The type of concern that the victim emphasized as a consequence for victimization was either career concerns, emotional concerns, or both career and emotional concerns. Participants were asked general demographic questions, questions regarding their own intimate photo history, questions regarding their sexual modesty, and questions assessing for trauma history. Participants were also asked about predictions of victims’ emotional and career repercussions, and their views on appropriate consequences for perpetrators. In addition, the survey included questions used to check the validity of their data. Overall, 3% of this sample reported being personally victimized by NSMS. Consistent with hypotheses, female participants predicted that survivors of NSMS would experience more emotional symptoms and that these symptoms would last longer following victimization than did male participants. Further, as predicted, participants in conditions that displayed female victims (protagonists) of NSMS anticipated more severe emotional symptoms than those who saw male protagonists. This was particularly prevalent in the condition where only emotional but not career implications were discussed by the protagonist. There were no significant effects of protagonist gender on the extent to which participants anticipated career consequences. Consistent with hypotheses, participants with a history of trauma predicted more emotional symptoms, with a more severe impact, and longer symptom duration than participants without such a trauma history. The implications of these results are discussed in relation to the societal agreement that NSMS deserves legal intervention and that decision-making in these areas may rest, at least partly, on gender biases.",2022,9/29/22 21:36,10/22/22 19:13,9/29/22 21:36,,,,,,,Nonconsensual Sexual Media Sharing (NSMS),,,,,,,English,Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.,,,,ProQuest,,ISBN: 9798496560856,,/Users/corymoore/Zotero/storage/9C5FWH68/Stal_2022_Nonconsensual Sexual Media Sharing (NSMS).pdf,,,Betrayal trauma; Cyber sexual abuse; Image-based sexual abuse; Nonconsensual sexual media sharing; NSMS; Revenge pornography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCMKD372,journalArticle,2016,"Schroder, Hans S.; Dawood, Sindes; Yalch, Matthew M.; Donnellan, M. Brent; Moser, Jason S.",Evaluating the Domain Specificity of Mental Health–Related Mind-Sets,Social Psychological and Personality Science,,1948-5506,10.1177/1948550616644657,https://doi.org/10.1177/1948550616644657,"Mind-sets are beliefs regarding the malleability of self-attributes. Research suggests they are domain-specific, meaning that individuals can hold a fixed (immutability) mind-set about one attribute and a growth (malleability) mind-set about another. Although mind-set specificity has been investigated for broad attributes such as personality and intelligence, less is known about mental health mind-sets (e.g., beliefs about anxiety) that have greater relevance to clinical science. In two studies, we took a latent variable approach to examine how different mind-sets (anxiety, social anxiety, depression, drinking tendencies, emotions, intelligence, and personality mind-sets) were related to one another and to psychological symptoms. Results provide evidence for both domain specificity (e.g., depression mind-set predicted depression symptoms) and generality (i.e., the anxiety mind-set and the general mind-set factor predicted most symptoms). These findings may help refine measurement of mental health mind-sets and suggest that beliefs about anxiety and beliefs about changeability in general are related to clinically relevant variables.",8/1/16,9/29/22 21:36,9/29/22 21:36,9/29/22 21:36,508-520,,6,7,,,,,,,,,,en,,,,,SAGE Journals,,Publisher: SAGE Publications Inc,,/Users/corymoore/Zotero/storage/XYB4CQBU/Schroder et al_2016_Evaluating the Domain Specificity of Mental Health–Related Mind-Sets.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NQ5CJT5I,journalArticle,2021,"Kane, Michael J.; Smeekens, Bridget A.; Meier, Matt E.; Welhaf, Matthew S.; Phillips, Natalie E.",Testing the construct validity of competing measurement approaches to probed mind-wandering reports,Behavior Research Methods,,1554-3528,10.3758/s13428-021-01557-x,https://doi.org/10.3758/s13428-021-01557-x,"Psychology faces a measurement crisis, and mind-wandering research is not immune. The present study explored the construct validity of probed mind-wandering reports (i.e., reports of task-unrelated thought [TUT]) with a combined experimental and individual-differences approach. We examined laboratory data from over 1000 undergraduates at two U.S. institutions, who responded to one of four different thought-probe types across two cognitive tasks. We asked a fundamental measurement question: Do different probe types yield different results, either in terms of average reports (average TUT rates, TUT-report confidence ratings), or in terms of TUT-report associations, such as TUT rate or confidence stability across tasks, or between TUT reports and other consciousness-related constructs (retrospective mind-wandering ratings, executive-control performance, and broad questionnaire trait assessments of distractibility–restlessness and positive-constructive daydreaming)? Our primary analyses compared probes that asked subjects to report on different dimensions of experience: TUT-content probes asked about what they’d been mind-wandering about, TUT-intentionality probes asked about why they were mind-wandering, and TUT-depth probes asked about the extent (on a rating scale) of their mind-wandering. Our secondary analyses compared thought-content probes that did versus didn’t offer an option to report performance-evaluative thoughts. Our findings provide some “good news”—that some mind-wandering findings are robust across probing methods—and some “bad news”—that some findings are not robust across methods and that some commonly used probing methods may not tell us what we think they do. Our results lead us to provisionally recommend content-report probes rather than intentionality- or depth-report probes for most mind-wandering research.",12/1/21,9/29/22 21:36,9/29/22 21:36,9/29/22 21:36,2372-2411,,6,53,,Behav Res,,,,,,,,en,,,,,Springer Link,,,,/Users/corymoore/Zotero/storage/4Y7MR8YS/Kane et al_2021_Testing the construct validity of competing measurement approaches to probed.pdf,,,Consciousness; Construct validity; Experience sampling; Measurement; Mind-wandering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XY35PNPB,journalArticle,2022,"Ahlich, Erica; Rancourt, Diana","Boredom proneness, interoception, and emotional eating",Appetite,,0195-6663,10.1016/j.appet.2022.106167,https://www.sciencedirect.com/science/article/pii/S0195666322002586,"Emotional eating is associated with weight gain and difficulty losing weight during weight loss interventions. Theoretical and empirical work suggest boredom may be an important predictor of problematic eating behaviors. Yet, little work has examined the role of boredom in emotional eating. Further, individual differences in the ability to recognize internal cues (i.e., interoception) may alter the impact of boredom on emotional eating. This study hypothesized that boredom proneness would predict unique variance in emotional eating after accounting for negative and positive affect, and that the association between boredom proneness and emotional eating would be stronger among those with poorer interoceptive ability compared to those with better interoceptive ability. Hypotheses were tested in two large samples using multiple linear regression. Participants aged 18–65 were recruited from MTurk (n = 365; 59.2% female) and an undergraduate research pool (n = 461; 52.9% female). Participants completed self-report measures: Boredom Proneness Scale; Dutch Eating Behavior Questionnaire- Emotional Eating; Multidimensional Assessment of Interoceptive Awareness-2; Intuitive Eating Scale-2- Reliance on Hunger and Satiety Cues; and Positive and Negative Affect Schedule. Boredom proneness was a significant predictor of emotional eating in both samples, even accounting for the broad dimensions of negative and positive affect (ps < .001). Interoception did not moderate the association between boredom proneness and emotional eating in either sample (ps > .05), but was an independent predictor of emotional eating (ps < .001). Boredom proneness and interoceptive ability may warrant attention as targets in the prevention and treatment of emotional eating. Future work should continue exploring different emotion categories and different facets of interoception in emotional eating, as well as examine novel mechanisms that could inform intervention efforts.",11/1/22,9/29/22 21:36,9/29/22 21:36,9/29/22 21:36,106167,,,178,,Appetite,,,,,,,,en,,,,,ScienceDirect,,,,/Users/corymoore/Zotero/storage/REQ9ZQ7M/S0195666322002586.html,,,Boredom; Affect; Emotional eating; Interoception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KXYTI3FB,journalArticle,2000,"Cyr, Lee",Insufficient Effort Responding on Mturk Surveys: Evidence-Based Quality Control for Organizational Research,Master's Theses,,,,https://archives.pdx.edu/ds/psu/25691,,1/1/00,10/5/22 22:06,10/22/22 19:08,10/5/22 22:06,,,,,,,Insufficient Effort Responding on Mturk Surveys,,,,,,,en,,,,,DOI.org (Crossref),,DOI: 10.15760/etd.6337,,/Users/corymoore/Zotero/storage/FCA9ELCX/Cyr - 2000 - Insufficient Effort Responding on Mturk Surveys E.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLNN9MXL,journalArticle,2022,"Harman, Jason L.",Game-Like Personality Measures Reduce Faking and Careless Responding.,SIOP Conference,,,,https://osf.io/5n92w,We examined the ability of game-like personality measures (GPMs) to reduce careless responding and faking. Across two experiments (N = 279) participants completed both GPMs and the IPIP-50. In Experiment 1 participants completed both assessments initially and again 1 to 4 weeks later with instructions to make themselves appear as desirable as possible. Experiment 2 included careless responding identification items in each measure. Results support the hypothesis that game-like assessment reduces both careless responding and faking compared to traditional Likert type personality assessment.,4/4/22,10/5/22 22:09,10/22/22 19:09,10/5/22 22:09,,,,,,,,,,,,,,en,,,,,DOI.org (Crossref),,DOI: 10.31234/osf.io/5n92w,,/Users/corymoore/Zotero/storage/F3A42LCB/Harman - 2022 - Game-Like Personality Measures Reduce Faking and C.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAHNYLWV,journalArticle,,"Jenkins, Daniel",Comparing Dichotomous and Polytomous Items Using Item Response Trees,Master's Theses,,,,,,,10/5/22 22:12,10/22/22 17:37,,60,,,,,,,,,,,,,en,,,,,Zotero,,,,/Users/corymoore/Zotero/storage/PP86NBR5/Jenkins - Comparing Dichotomous and Polytomous Items Using I.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
